x,y,z,sdf,value,region
-2.114142,0.240578,-0.831425,-0.081806,0.362181,twisted_surface
-2.125497,0.240792,-0.785302,-0.085311,0.643908,twisted_surface
-2.115,0.227363,-0.72057,-0.043733,0.879945,twisted_surface
-2.119854,0.219082,-0.632919,0.014228,0.995352,twisted_surface
-2.166946,0.234733,-0.561454,0.048561,0.953489,twisted_surface
-2.241502,0.272098,-0.550439,0.035569,0.767645,twisted_surface
-2.304602,0.311097,-0.600966,-0.015782,0.496827,twisted_surface
-2.337949,0.336764,-0.668702,-0.070044,0.227015,twisted_surface
-2.362596,0.354783,-0.711043,-0.089762,0.043875,twisted_surface
-2.409375,0.381418,-0.730024,-0.061324,0.005551,twisted_surface
-2.476033,0.420056,-0.762631,-0.004362,0.124211,twisted_surface
-2.522367,0.452598,-0.831425,0.041806,0.362181,twisted_surface
-2.510692,0.456727,-0.914131,0.045311,0.643908,twisted_surface
-2.445959,0.429719,-0.967791,0.003733,0.879945,twisted_surface
-2.369765,0.391466,-0.978503,-0.054228,0.995352,twisted_surface
-2.315562,0.363179,-0.977405,-0.088561,0.953489,twisted_surface
-2.276783,0.3462,-1.003058,-0.075569,0.767645,twisted_surface
-2.223691,0.324852,-1.053585,-0.024218,0.496827,twisted_surface
-2.1474,0.289057,-1.084653,0.030044,0.227015,twisted_surface
-2.077846,0.249479,-1.056628,0.049762,0.043875,twisted_surface
-2.053493,0.227048,-0.977245,0.021324,0.005551,twisted_surface
-2.07785,0.229127,-0.89146,-0.035638,0.124211,twisted_surface
-2.187946,0.099287,-0.845344,-0.087921,0.430413,twisted_surface
-2.185628,0.095448,-0.796752,-0.077277,0.70915,twisted_surface
-2.167138,0.083289,-0.725006,-0.027096,0.921482,twisted_surface
-2.174069,0.081045,-0.63556,0.027983,0.999997,twisted_surface
-2.228155,0.100678,-0.572901,0.04994,0.919767,twisted_surface
-2.306784,0.134664,-0.574899,0.023619,0.706263,twisted_surface
-2.369751,0.165046,-0.630675,-0.032811,0.427272,twisted_surface
-2.404783,0.18368,-0.691291,-0.080398,0.171372,twisted_surface
-2.437887,0.199722,-0.721801,-0.086294,0.019809,twisted_surface
-2.496423,0.225733,-0.735443,-0.046428,0.020703,twisted_surface
-2.568965,0.259101,-0.771726,0.01168,0.17377,twisted_surface
-2.610421,0.281261,-0.845344,0.047921,0.430413,twisted_surface
-2.588241,0.276433,-0.926162,0.037277,0.70915,twisted_surface
-2.517271,0.248622,-0.973343,-0.012904,0.921482,twisted_surface
-2.443358,0.217333,-0.982705,-0.067983,0.999997,twisted_surface
-2.394782,0.196879,-0.990729,-0.08994,0.919767,twisted_surface
-2.357251,0.182983,-1.029562,-0.063619,0.706263,twisted_surface
-2.299969,0.16157,-1.085337,-0.007189,0.427272,twisted_surface
-2.220405,0.12869,-1.109119,0.040398,0.171372,twisted_surface
-2.15385,0.097674,-1.068945,0.046294,0.019809,twisted_surface
-2.135739,0.084894,-0.98378,0.006428,0.020703,twisted_surface
-2.160854,0.09088,-0.901136,-0.05168,0.17377,twisted_surface
-2.24869,-0.052013,-0.85,-0.09,0.5,twisted_surface
-2.232897,-0.057442,-0.798116,-0.06584,0.77032,twisted_surface
-2.209095,-0.065623,-0.720267,-0.010038,0.954816,twisted_surface
-2.221094,-0.061499,-0.631673,0.038888,0.994911,twisted_surface
-2.283258,-0.04013,-0.57969,0.047165,0.877875,twisted_surface
-2.365132,-0.011986,-0.593558,0.009079,0.640866,twisted_surface
-2.427041,0.009295,-0.651124,-0.049079,0.359134,twisted_surface
-2.46397,0.02199,-0.70188,-0.087165,0.122125,twisted_surface
-2.505969,0.036427,-0.720682,-0.078888,0.005089,twisted_surface
-2.575054,0.060175,-0.731039,-0.029962,0.045184,twisted_surface
-2.650292,0.086038,-0.772287,0.02584,0.22968,twisted_surface
-2.683706,0.097524,-0.85,0.05,0.5,twisted_surface
-2.650292,0.086038,-0.927713,0.02584,0.77032,twisted_surface
-2.575054,0.060175,-0.968961,-0.029962,0.954816,twisted_surface
-2.505969,0.036427,-0.979318,-0.078888,0.994911,twisted_surface
-2.46397,0.02199,-0.99812,-0.087165,0.877875,twisted_surface
-2.427041,0.009295,-1.048876,-0.049079,0.640866,twisted_surface
-2.365132,-0.011986,-1.106442,0.009079,0.359134,twisted_surface
-2.283258,-0.04013,-1.12031,0.047165,0.122125,twisted_surface
-2.221094,-0.061499,-1.068327,0.038888,0.005089,twisted_surface
-2.209095,-0.065623,-0.979733,-0.010038,0.045184,twisted_surface
-2.232897,-0.057442,-0.901884,-0.06584,0.22968,twisted_surface
-2.294561,-0.211905,-0.845344,-0.087921,0.569587,twisted_surface
-2.266531,-0.21617,-0.789544,-0.05168,0.82623,twisted_surface
-2.240841,-0.218405,-0.706891,0.006428,0.979297,twisted_surface
-2.260749,-0.208746,-0.621715,0.046294,0.980191,twisted_surface
-2.331302,-0.188414,-0.581537,0.040398,0.828628,twisted_surface
-2.41496,-0.1681,-0.605321,-0.007189,0.572728,twisted_surface
-2.474822,-0.155624,-0.661104,-0.063619,0.293737,twisted_surface
-2.51402,-0.147577,-0.699941,-0.08994,0.080233,twisted_surface
-2.565158,-0.134814,-0.707966,-0.067983,0.000003,twisted_surface
-2.642997,-0.115235,-0.717329,-0.012904,0.078518,twisted_surface
-2.717371,-0.098559,-0.764515,0.037277,0.29085,twisted_surface
-2.739984,-0.097021,-0.845344,0.047921,0.569587,twisted_surface
-2.695574,-0.112387,-0.91897,0.01168,0.82623,twisted_surface
-2.618745,-0.13413,-0.955257,-0.046428,0.979297,twisted_surface
-2.556899,-0.150806,-0.968901,-0.086294,0.980191,twisted_surface
-2.521706,-0.161504,-0.999415,-0.080398,0.828628,twisted_surface
-2.484192,-0.1744,-1.060038,-0.032811,0.572728,twisted_surface
-2.417273,-0.194624,-1.11582,0.023619,0.293737,twisted_surface
-2.334354,-0.216116,-1.117819,0.04994,0.080233,twisted_surface
-2.277928,-0.227341,-1.055152,0.027983,0.000003,twisted_surface
-2.271474,-0.224253,-0.965695,-0.027096,0.078518,twisted_surface
-2.291654,-0.215236,-0.893941,-0.077277,0.29085,twisted_surface
-2.32414,-0.37854,-0.831425,-0.081806,0.637819,twisted_surface
-2.286175,-0.378972,-0.771335,-0.035638,0.875789,twisted_surface
-2.262464,-0.374318,-0.68547,0.021324,0.994449,twisted_surface
-2.292591,-0.361023,-0.606014,0.049762,0.956125,twisted_surface
-2.370915,-0.344646,-0.577962,0.030044,0.772985,twisted_surface
-2.454421,-0.333399,-0.609059,-0.024218,0.503173,twisted_surface
-2.511411,-0.328713,-0.659633,-0.075569,0.232355,twisted_surface
-2.553474,-0.324068,-0.68531,-0.088561,0.046511,twisted_surface
-2.613703,-0.313559,-0.684211,-0.054228,0.004648,twisted_surface
-2.697894,-0.300119,-0.694933,0.003733,0.120055,twisted_surface
-2.767687,-0.293542,-0.748643,0.045311,0.356092,twisted_surface
-2.777435,-0.300293,-0.831425,0.041806,0.637819,twisted_surface
-2.723311,-0.31665,-0.900284,-0.004362,0.875789,twisted_surface
-2.648026,-0.332971,-0.932921,-0.061324,0.994449,twisted_surface
-2.595344,-0.344,-0.95192,-0.089762,0.956125,twisted_surface
-2.56633,-0.353326,-0.9943,-0.070044,0.772985,twisted_surface
-2.526668,-0.367079,-1.0621,-0.015782,0.503173,twisted_surface
-2.454636,-0.384665,-1.112674,0.035569,0.232355,twisted_surface
-2.372277,-0.397759,-1.101648,0.048561,0.046511,twisted_surface
-2.322764,-0.399019,-1.030117,0.014228,0.004648,twisted_surface
-2.320782,-0.390423,-0.942384,-0.043733,0.120055,twisted_surface
-2.334955,-0.381376,-0.877592,-0.085311,0.356092,twisted_surface
-2.336491,-0.549768,-0.808398,-0.07202,0.703368,twisted_surface
-2.291854,-0.544164,-0.743914,-0.018667,0.918034,twisted_surface
-2.27405,-0.532865,-0.656606,0.033766,0.999977,twisted_surface
-2.315834,-0.518651,-0.584756,0.049085,0.923181,twisted_surface
-2.400365,-0.508874,-0.568351,0.016717,0.712028,twisted_surface
-2.481563,-0.507006,-0.603711,-0.040996,0.433557,twisted_surface
-2.535238,-0.508561,-0.646038,-0.084216,0.176182,twisted_surface
-2.580956,-0.506368,-0.658195,-0.083109,0.021616,twisted_surface
-2.649807,-0.499195,-0.650202,-0.038439,0.018934,twisted_surface
-2.737379,-0.493676,-0.664526,0.018959,0.168987,twisted_surface
-2.798988,-0.497199,-0.724922,0.049465,0.424134,twisted_surface
-2.794756,-0.509854,-0.808398,0.03202,0.703368,twisted_surface
-2.733188,-0.524598,-0.872139,-0.021333,0.918034,twisted_surface
-2.662698,-0.535231,-0.902669,-0.073766,0.999977,twisted_surface
-2.62031,-0.542758,-0.928723,-0.089085,0.923181,twisted_surface
-2.596003,-0.552768,-0.982354,-0.056717,0.712028,twisted_surface
-2.552513,-0.567132,-1.054211,0.000996,0.433557,twisted_surface
-2.475752,-0.580048,-1.096539,0.044216,0.176182,twisted_surface
-2.395853,-0.583424,-1.072199,0.043109,0.021616,twisted_surface
-2.354084,-0.575577,-0.994169,-0.001561,0.018934,twisted_surface
-2.354992,-0.563197,-0.91059,-0.058959,0.168987,twisted_surface
-2.360917,-0.554226,-0.853148,-0.089465,0.424134,twisted_surface
-2.331211,-0.723281,-0.776514,-0.059144,0.76496,twisted_surface
-2.283892,-0.710252,-0.707809,-0.001775,0.952143,twisted_surface
-2.275556,-0.693742,-0.620883,0.043013,0.995774,twisted_surface
-2.329319,-0.681771,-0.558001,0.044304,0.882,twisted_surface
-2.417692,-0.680593,-0.552022,0.001208,0.646944,twisted_surface
-2.494516,-0.687463,-0.588375,-0.056528,0.365234,twisted_surface
-2.544959,-0.693447,-0.62,-0.089049,0.126312,twisted_surface
-2.595205,-0.693262,-0.619149,-0.073908,0.006032,twisted_surface
-2.671652,-0.690899,-0.6069,-0.021555,0.042584,twisted_surface
-2.759179,-0.694638,-0.6268,0.031871,0.224362,twisted_surface
-2.80942,-0.707308,-0.69362,0.049492,0.493654,twisted_surface
-2.791211,-0.723064,-0.776514,0.019144,0.76496,twisted_surface
-2.725269,-0.734231,-0.835129,-0.038225,0.952143,twisted_surface
-2.662554,-0.739974,-0.865207,-0.083013,0.995774,twisted_surface
-2.630586,-0.746511,-0.899538,-0.084304,0.882,twisted_surface
-2.608819,-0.758597,-0.9631,-0.041208,0.646944,twisted_surface
-2.560021,-0.77241,-1.035693,0.016528,0.365234,twisted_surface
-2.479534,-0.778456,-1.067318,0.049049,0.126312,twisted_surface
-2.404151,-0.771445,-1.030227,0.033908,0.006032,twisted_surface
-2.370447,-0.755923,-0.948436,-0.018445,0.042584,twisted_surface
-2.372224,-0.741235,-0.871125,-0.071871,0.224362,twisted_surface
-2.368065,-0.731704,-0.820939,-0.089492,0.493654,twisted_surface
-2.308418,-0.89678,-0.736122,-0.043941,0.821394,twisted_surface
-2.262789,-0.875996,-0.663631,0.014034,0.977451,twisted_surface
-2.266708,-0.856745,-0.578847,0.048516,0.981921,twisted_surface
-2.331568,-0.850189,-0.525707,0.035703,0.833385,twisted_surface
-2.420874,-0.858675,-0.528305,-0.01556,0.579001,twisted_surface
-2.491663,-0.872803,-0.562389,-0.069889,0.299535,twisted_surface
-2.539521,-0.881464,-0.581576,-0.08978,0.083715,twisted_surface
-2.595062,-0.883468,-0.569031,-0.061504,0.000063,twisted_surface
-2.677432,-0.887584,-0.555373,-0.004578,0.075137,twisted_surface
-2.761234,-0.901239,-0.582437,0.041702,0.285103,twisted_surface
-2.797647,-0.921231,-0.655022,0.04539,0.563296,twisted_surface
-2.766635,-0.937239,-0.736122,0.003941,0.821394,twisted_surface
-2.699888,-0.943781,-0.789924,-0.054034,0.977451,twisted_surface
-2.647277,-0.946365,-0.8212,-0.088516,0.981921,twisted_surface
-2.624776,-0.954384,-0.864488,-0.075703,0.833385,twisted_surface
-2.602967,-0.969003,-0.936067,-0.02444,0.579001,twisted_surface
-2.547888,-0.980327,-1.006097,0.029889,0.299535,twisted_surface
-2.465324,-0.977472,-1.025284,0.04978,0.083715,twisted_surface
-2.396454,-0.960183,-0.976793,0.021504,0.000063,twisted_surface
-2.370503,-0.93879,-0.894154,-0.035422,0.075137,twisted_surface
-2.370849,-0.922788,-0.82479,-0.081702,0.285103,twisted_surface
-2.355433,-0.911378,-0.781315,-0.08539,0.563296,twisted_surface
-2.268698,-1.068114,-0.687664,-0.027317,0.871572,twisted_surface
-2.229101,-1.040431,-0.612048,0.027821,0.993466,twisted_surface
-2.246955,-1.02164,-0.530999,0.049949,0.958688,twisted_surface
-2.320884,-1.023238,-0.487763,0.023793,0.77828,twisted_surface
-2.408031,-1.041367,-0.496611,-0.032593,0.509519,twisted_surface
-2.471776,-1.060682,-0.525375,-0.080286,0.237737,twisted_surface
-2.518186,-1.070635,-0.531188,-0.086365,0.049221,twisted_surface
-2.579463,-1.075653,-0.50895,-0.046634,0.003824,twisted_surface
-2.665416,-1.08785,-0.496751,0.011482,0.11596,twisted_surface
-2.741825,-1.111236,-0.532087,0.047867,0.350025,twisted_surface
-2.762934,-1.136054,-0.609439,0.037404,0.631707,twisted_surface
-2.721387,-1.149802,-0.687664,-0.012683,0.871572,twisted_surface
-2.657509,-1.151743,-0.73725,-0.067821,0.993466,twisted_surface
-2.616377,-1.153557,-0.77126,-0.089949,0.958688,twisted_surface
-2.60139,-1.165073,-0.823618,-0.063793,0.77828,twisted_surface
-2.576898,-1.18163,-0.900851,-0.007407,0.509519,twisted_surface
-2.515322,-1.188009,-0.965251,0.040286,0.237737,twisted_surface
-2.432884,-1.174712,-0.971064,0.046365,0.049221,twisted_surface
-2.372222,-1.148047,-0.91319,0.006634,0.003824,twisted_surface
-2.353027,-1.122697,-0.832606,-0.051482,0.11596,twisted_surface
-2.349595,-1.105712,-0.772348,-0.087867,0.350025,twisted_surface
-2.32264,-1.090606,-0.734641,-0.077404,0.631707,twisted_surface
-2.213008,-1.235395,-0.631673,-0.010258,0.914519,twisted_surface
-2.183309,-1.202823,-0.553769,0.038767,0.999877,twisted_surface
-2.215465,-1.188022,-0.477796,0.047227,0.926527,twisted_surface
-2.295509,-1.199693,-0.444033,0.009281,0.717758,twisted_surface
-2.37761,-1.226367,-0.456485,-0.048877,0.439853,twisted_surface
-2.434105,-1.248538,-0.477272,-0.087102,0.181044,twisted_surface
-2.480509,-1.259021,-0.4696,-0.079008,0.023501,twisted_surface
-2.547417,-1.268408,-0.440201,-0.030182,0.017243,twisted_surface
-2.634025,-1.289937,-0.432171,0.025672,0.164257,twisted_surface
-2.699701,-1.321965,-0.476361,0.05,0.417867,twisted_surface
-2.705193,-1.348738,-0.557211,0.026008,0.697554,twisted_surface
-2.656254,-1.35841,-0.631673,-0.029742,0.914519,twisted_surface
-2.598613,-1.356839,-0.677869,-0.078767,0.999877,twisted_surface
-2.569183,-1.360562,-0.715942,-0.087227,0.926527,twisted_surface
-2.558984,-1.376778,-0.776932,-0.049281,0.717758,twisted_surface
-2.529496,-1.393651,-0.857167,0.008877,0.439853,twisted_surface
-2.462099,-1.392469,-0.913277,0.047102,0.181044,twisted_surface
-2.382342,-1.367938,-0.905605,0.039008,0.023501,twisted_surface
-2.331041,-1.333488,-0.840883,-0.009818,0.017243,twisted_surface
-2.316971,-1.305907,-0.76507,-0.065672,0.164257,twisted_surface
-2.307654,-1.28753,-0.714507,-0.09,0.417867,twisted_surface
-2.269914,-1.26669,-0.681311,-0.066008,0.697554,twisted_surface
-2.142543,-1.397076,-0.568761,0.006222,0.949397,twisted_surface
-2.125729,-1.362593,-0.489533,0.046222,0.996558,twisted_surface
-2.171187,-1.355178,-0.419656,0.04051,0.886064,twisted_surface
-2.253811,-1.377749,-0.394396,-0.006971,0.652999,twisted_surface
-2.328537,-1.410954,-0.407662,-0.063446,0.371357,twisted_surface
-2.3784,-1.433762,-0.418347,-0.089931,0.130558,twisted_surface
-2.42628,-1.444774,-0.397875,-0.068145,0.007055,twisted_surface
-2.49801,-1.46021,-0.364207,-0.013125,0.040058,twisted_surface
-2.581937,-1.491707,-0.362742,0.037149,0.21909,twisted_surface
-2.63419,-1.530446,-0.415825,0.047974,0.487308,twisted_surface
-2.624969,-1.556296,-0.498719,0.011878,0.759556,twisted_surface
-2.572332,-1.561031,-0.568761,-0.046222,0.949397,twisted_surface
-2.523593,-1.557957,-0.612565,-0.086222,0.996558,twisted_surface
-2.504894,-1.566124,-0.655752,-0.08051,0.886064,twisted_surface
-2.496326,-1.587187,-0.72443,-0.033029,0.652999,twisted_surface
-2.460212,-1.601917,-0.804895,0.023446,0.371357,twisted_surface
-2.388568,-1.590779,-0.8506,0.049931,0.130558,twisted_surface
-2.314117,-1.555125,-0.830128,0.028145,0.007055,twisted_surface
-2.272603,-1.514954,-0.761441,-0.026875,0.040058,twisted_surface
-2.261547,-1.486409,-0.692776,-0.077149,0.21909,twisted_surface
-2.244774,-1.465537,-0.651921,-0.087974,0.487308,twisted_surface
-2.198074,-1.437033,-0.621751,-0.051878,0.759556,twisted_surface
-2.058599,-1.551975,-0.499617,0.021145,0.975528,twisted_surface
-2.056455,-1.519202,-0.420097,0.049743,0.983573,twisted_surface
-2.112963,-1.521989,-0.356968,0.030199,0.838087,twisted_surface
-2.194465,-1.555065,-0.33878,-0.023996,0.585261,twisted_surface
-2.260326,-1.592164,-0.35009,-0.075433,0.305365,twisted_surface
-2.304879,-1.613849,-0.349186,-0.088606,0.087264,twisted_surface
-2.355463,-1.626172,-0.317323,-0.054421,0.000204,twisted_surface
-2.430436,-1.649367,-0.282458,0.003523,0.071825,twisted_surface
-2.508206,-1.690662,-0.289514,0.04523,0.279389,twisted_surface
-2.545276,-1.733527,-0.351006,0.04191,0.556996,twisted_surface
-2.523387,-1.755949,-0.434393,-0.004145,0.816506,twisted_surface
-2.470887,-1.755981,-0.499617,-0.061145,0.975528,twisted_surface
-2.432698,-1.754038,-0.542133,-0.089743,0.983573,twisted_surface
-2.42268,-1.76863,-0.591154,-0.070199,0.838087,twisted_surface
-2.412565,-1.793529,-0.666143,-0.016004,0.585261,twisted_surface
-2.36914,-1.803133,-0.744109,0.035433,0.305365,twisted_surface
-2.295591,-1.780231,-0.777941,0.048606,0.087264,twisted_surface
-2.228826,-1.734488,-0.746078,0.014421,0.000204,twisted_surface
-2.196709,-1.690841,-0.676478,-0.043523,0.071825,twisted_surface
-2.186324,-1.661935,-0.616877,-0.08523,0.279389,twisted_surface
-2.161317,-1.636926,-0.585192,-0.08191,0.556996,twisted_surface
-2.108456,-1.5993,-0.556429,-0.035855,0.816506,twisted_surface
-1.962436,-1.699239,-0.425,0.033623,0.992404,twisted_surface
-1.975355,-1.672025,-0.346224,0.049121,0.961177,twisted_surface
-2.039673,-1.686864,-0.290111,0.016906,0.78353,twisted_surface
-2.116621,-1.728869,-0.277197,-0.040784,0.515864,twisted_surface
-2.17312,-1.766977,-0.283957,-0.084128,0.243161,twisted_surface
-2.214156,-1.786515,-0.27067,-0.083205,0.052003,twisted_surface
-2.268137,-1.801597,-0.229447,-0.038653,0.003081,twisted_surface
-2.344051,-1.833981,-0.196459,0.018774,0.111927,twisted_surface
-2.412375,-1.884012,-0.213459,0.049437,0.343983,twisted_surface
-2.43363,-1.928046,-0.282397,0.032169,0.625574,twisted_surface
-2.402041,-1.945254,-0.36472,-0.021111,0.867296,twisted_surface
-2.353223,-1.941903,-0.425,-0.073623,0.992404,twisted_surface
-2.326028,-1.943967,-0.467369,-0.089121,0.961177,twisted_surface
-2.321822,-1.966055,-0.522586,-0.056906,0.78353,twisted_surface
-2.307387,-1.992689,-0.60217,0.000784,0.515864,twisted_surface
-2.25705,-1.994053,-0.675099,0.044128,0.243161,twisted_surface
-2.184449,-1.958451,-0.696293,0.043205,0.052003,twisted_surface
-2.127201,-1.904464,-0.655071,-0.001347,0.003081,twisted_surface
-2.103304,-1.859445,-0.587601,-0.058774,0.111927,twisted_surface
-2.09132,-1.83001,-0.538432,-0.089437,0.343983,twisted_surface
-2.058277,-1.798953,-0.514873,-0.072169,0.625574,twisted_surface
-2.002799,-1.751529,-0.485865,-0.018889,0.867296,twisted_surface
-1.855168,-1.83828,-0.345726,0.042916,0.999695,twisted_surface
-1.882124,-1.82023,-0.268683,0.044392,0.929805,twisted_surface
-1.950411,-1.847747,-0.219462,0.00142,0.723454,twisted_surface
-2.020029,-1.896121,-0.209771,-0.056338,0.446158,twisted_surface
-2.067664,-1.932511,-0.209697,-0.089012,0.185957,twisted_surface
-2.107133,-1.94977,-0.183948,-0.074049,0.025462,twisted_surface
-2.164463,-1.96949,-0.135886,-0.021777,0.01563,twisted_surface
-2.238458,-2.01192,-0.107681,0.031722,0.159581,twisted_surface
-2.294574,-2.068772,-0.135458,0.049518,0.411614,twisted_surface
-2.300582,-2.11101,-0.210468,0.019327,0.691708,twisted_surface
-2.262857,-2.122199,-0.290248,-0.03801,0.910936,twisted_surface
-2.220573,-2.117706,-0.345726,-0.082916,0.999695,twisted_surface
-2.203576,-2.126459,-0.389066,-0.084392,0.929805,twisted_surface
-2.201867,-2.155971,-0.450476,-0.04142,0.723454,twisted_surface
-2.181118,-2.181368,-0.532701,0.016338,0.446158,twisted_surface
-2.125336,-2.171673,-0.598381,0.049012,0.185957,twisted_surface
-2.056715,-2.123472,-0.606896,0.034049,0.025462,twisted_surface
-2.01004,-2.06366,-0.558834,-0.018223,0.01563,twisted_surface
-1.992539,-2.018927,-0.496365,-0.071722,0.159581,twisted_surface
-1.977084,-1.988049,-0.458388,-0.089518,0.411614,twisted_surface
-1.937241,-1.949098,-0.441483,-0.059327,0.691708,twisted_surface
-1.883102,-1.892214,-0.410631,-0.00199,0.910936,twisted_surface
-1.737691,-1.968657,-0.262664,0.04847,0.997261,twisted_surface
-1.776376,-1.962685,-0.18824,0.035838,0.890066,twisted_surface
-1.844639,-2.002172,-0.145415,-0.015339,0.659028,twisted_surface
-1.905106,-2.053694,-0.136756,-0.069733,0.3775,twisted_surface
-1.945233,-2.086177,-0.127986,-0.089797,0.134865,twisted_surface
-1.984895,-2.101935,-0.090395,-0.061682,0.008157,twisted_surface
-2.044677,-2.1283,-0.038356,-0.004795,0.037606,twisted_surface
-2.113603,-2.180837,-0.017528,0.041597,0.213862,twisted_surface
-2.15558,-2.241913,-0.056292,0.045469,0.480965,twisted_surface
-2.148052,-2.279758,-0.135677,0.00415,0.754111,twisted_surface
-2.107939,-2.285239,-0.211589,-0.053839,0.946579,twisted_surface
-2.074028,-2.282467,-0.262664,-0.08847,0.997261,twisted_surface
-2.065322,-2.299975,-0.308012,-0.075838,0.890066,twisted_surface
-2.062786,-2.335616,-0.375256,-0.024661,0.659028,twisted_surface
-2.034779,-2.356279,-0.458045,0.029733,0.3775,twisted_surface
-1.975928,-2.333389,-0.514695,0.049797,0.134865,twisted_surface
-1.914125,-2.273747,-0.511194,0.021682,0.008157,twisted_surface
-1.878176,-2.210792,-0.459155,-0.035205,0.037606,twisted_surface
-1.864859,-2.167326,-0.404236,-0.081597,0.213862,twisted_surface
-1.844745,-2.133494,-0.377582,-0.085469,0.480965,twisted_surface
-1.800308,-2.085214,-0.365518,-0.04415,0.754111,twisted_surface
-1.751458,-2.020331,-0.331361,0.013839,0.946579,twisted_surface
-1.610667,-2.089956,-0.176725,0.049957,0.985148,twisted_surface
-1.657777,-2.097909,-0.105658,0.023966,0.842736,twisted_surface
-1.722337,-2.147384,-0.068393,-0.032374,0.591508,twisted_surface
-1.772939,-2.198584,-0.058551,-0.080173,0.311227,twisted_surface
-1.807505,-2.225801,-0.039734,-0.086435,0.09088,twisted_surface
-1.848612,-2.241626,0.008429,-0.046839,0.000425,twisted_surface
-1.909125,-2.276423,0.0614,0.011284,0.068583,twisted_surface
-1.969879,-2.338226,0.072702,0.047812,0.273712,twisted_surface
-1.996834,-2.400524,0.023353,0.037531,0.550686,twisted_surface
-1.978418,-2.432092,-0.058481,-0.012462,0.811568,twisted_surface
-1.939416,-2.433275,-0.129425,-0.067659,0.973529,twisted_surface
-1.914517,-2.435319,-0.176725,-0.089957,0.985148,twisted_surface
-1.911354,-2.462683,-0.224983,-0.063966,0.842736,twisted_surface
-1.905099,-2.502017,-0.297376,-0.007626,0.591508,twisted_surface
-1.870078,-2.514347,-0.378641,0.040173,0.311227,twisted_surface
-1.811153,-2.477112,-0.424999,0.046435,0.09088,twisted_surface
-1.758473,-2.408125,-0.4108,0.006839,0.000425,twisted_surface
-1.732502,-2.344622,-0.357829,-0.051284,0.068583,twisted_surface
-1.721079,-2.302599,-0.312563,-0.087812,0.273712,twisted_surface
-1.696015,-2.263958,-0.296737,-0.077531,0.550686,twisted_surface
-1.649951,-2.205651,-0.287464,-0.027538,0.811568,twisted_surface
-1.60991,-2.135303,-0.24875,0.027659,0.973529,twisted_surface
-1.474555,-2.201668,-0.088849,0.047288,0.963592,twisted_surface
-1.526196,-2.224072,-0.021692,0.009483,0.788735,twisted_surface
-1.584093,-2.280502,0.01114,-0.048674,0.522206,twisted_surface
-1.625224,-2.328095,0.024289,-0.087038,0.248627,twisted_surface
-1.656422,-2.349686,0.053936,-0.079127,0.054857,twisted_surface
-1.69947,-2.367691,0.110829,-0.030402,0.002417,twisted_surface
-1.758323,-2.412177,0.161663,0.025504,0.107956,twisted_surface
-1.808198,-2.481519,0.161836,0.049999,0.337966,twisted_surface
-1.820398,-2.541984,0.102888,0.026175,0.619421,twisted_surface
-1.794362,-2.566365,0.020652,-0.029522,0.86296,twisted_surface
-1.759314,-2.565596,-0.044501,-0.078646,0.991262,twisted_surface
-1.742828,-2.575338,-0.088849,-0.087288,0.963592,twisted_surface
-1.742008,-2.612468,-0.140745,-0.049483,0.788735,twisted_surface
-1.729961,-2.652158,-0.217321,0.008674,0.522206,twisted_surface
-1.689329,-2.652902,-0.295071,0.047038,0.248627,twisted_surface
-1.633572,-2.60133,-0.33045,0.039127,0.054857,twisted_surface
-1.591516,-2.525785,-0.307443,-0.009598,0.002417,twisted_surface
-1.57401,-2.463913,-0.25661,-0.065504,0.107956,twisted_surface
-1.562459,-2.422706,-0.22255,-0.089999,0.337966,twisted_surface
-1.53314,-2.377387,-0.216472,-0.066175,0.619421,twisted_surface
-1.488858,-2.309319,-0.207809,-0.010478,0.86296,twisted_surface
-1.460314,-2.236924,-0.163554,0.038646,0.991262,twisted_surface
-1.329689,-2.303089,0,0.040622,0.933013,twisted_surface
-1.381849,-2.339055,0.062907,-0.006752,0.729113,twisted_surface
-1.431143,-2.398708,0.092668,-0.063271,0.452472,twisted_surface
-1.464152,-2.439991,0.111051,-0.089921,0.190921,twisted_surface
-1.494046,-2.456623,0.151711,-0.068306,0.0275,twisted_surface
-1.538643,-2.479141,0.215021,-0.013346,0.014094,twisted_surface
-1.593035,-2.533794,0.260784,0.03702,0.15496,twisted_surface
-1.630046,-2.608217,0.248847,0.048027,0.405374,twisted_surface
-1.628863,-2.664116,0.181809,0.012076,0.685831,twisted_surface
-1.598692,-2.68151,0.101231,-0.046016,0.907288,twisted_surface
-1.569467,-2.681768,0.042374,-0.08615,0.999434,twisted_surface
-1.559689,-2.701461,0,-0.080622,0.933013,twisted_surface
-1.558005,-2.746998,-0.056055,-0.033248,0.729113,twisted_surface
-1.539184,-2.783173,-0.135617,0.023271,0.452472,twisted_surface
-1.495325,-2.769831,-0.208063,0.049921,0.190921,twisted_surface
-1.445827,-2.705116,-0.23238,0.028306,0.0275,twisted_surface
-1.414936,-2.626155,-0.20293,-0.026654,0.014094,twisted_surface
-1.403864,-2.56742,-0.157168,-0.07702,0.15496,twisted_surface
-1.390735,-2.52573,-0.135245,-0.088027,0.405374,twisted_surface
-1.3588,-2.472199,-0.137305,-0.052076,0.685831,twisted_surface
-1.319757,-2.395712,-0.127054,0.006016,0.907288,twisted_surface
